yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,year_team_ID
1993,NL,MON,WSN,E,2,163,81,94,68,N,,N,N,732,5493,1410,270,36,122,542,860,228,56,,,682,574,3.55,8,7,61,4368,1369,119,521,934,159,144,0.97,Montreal Expos,Stade Olympique,1641437,105,104,MON,MON,MON,1993_MON
1993,AL,NYA,NYY,E,2,162,81,88,74,N,,N,N,821,5615,1568,294,24,178,629,910,39,35,,,761,695,4.35,11,13,38,4314,1467,170,552,899,101,166,0.98,New York Yankees,Yankee Stadium II,2416942,97,96,NYY,NYA,NYA,1993_NYA
1993,NL,NYN,NYM,E,7,162,81,59,103,N,,N,N,672,5448,1350,228,37,158,448,879,79,50,,,744,647,4.05,16,8,22,4314,1483,139,434,867,156,143,0.97,New York Mets,Shea Stadium,1873183,99,100,NYM,NYN,NYN,1993_NYN
1993,AL,OAK,OAK,W,7,162,81,68,94,N,,N,N,715,5543,1408,260,21,158,622,1048,131,59,,,846,791,4.9,8,2,42,4356,1551,157,680,864,111,161,0.98,Oakland Athletics,Oakland Coliseum,2035025,94,94,OAK,OAK,OAK,1993_OAK
1993,NL,PHI,PHI,E,1,162,81,97,65,Y,,Y,N,877,5685,1555,297,51,156,665,1049,91,32,,,740,646,3.95,24,11,46,4416,1419,129,573,1117,141,123,0.97,Philadelphia Phillies,Veterans Stadium,3137674,99,98,PHI,PHI,PHI,1993_PHI
1993,NL,PIT,PIT,E,5,162,81,75,87,N,,N,N,707,5549,1482,267,50,110,536,972,92,55,,,806,766,4.77,12,5,34,4335,1557,153,485,832,105,161,0.98,Pittsburgh Pirates,Three Rivers Stadium,1650593,99,100,PIT,PIT,PIT,1993_PIT
1993,NL,SDN,SDP,W,7,162,81,61,101,N,,N,N,679,5503,1386,239,28,153,443,1046,92,41,,,772,675,4.23,8,6,32,4311,1470,148,558,957,160,129,0.97,San Diego Padres,Jack Murphy Stadium,1375432,102,102,SDP,SDN,SDN,1993_SDN
1993,AL,SEA,SEA,W,4,162,81,82,80,N,,N,N,734,5494,1429,272,24,161,624,901,91,68,,,731,678,4.2,22,10,41,4359,1421,135,605,1083,90,173,0.98,Seattle Mariners,Kingdome,2052638,101,102,SEA,SEA,SEA,1993_SEA
1993,NL,SFN,SFG,W,2,162,81,103,59,N,,N,N,808,5557,1534,269,33,168,516,930,120,65,,,636,584,3.61,4,9,50,4368,1385,168,442,982,101,169,0.98,San Francisco Giants,Candlestick Park,2606354,97,96,SFG,SFN,SFN,1993_SFN
1993,NL,SLN,STL,E,3,162,81,87,75,N,,N,N,758,5551,1508,262,34,118,588,882,153,72,,,744,660,4.09,5,7,54,4359,1553,152,383,775,159,157,0.97,St. Louis Cardinals,Busch Stadium II,2844977,98,98,STL,SLN,SLN,1993_SLN
1993,AL,TEX,TEX,W,2,162,81,86,76,N,,N,N,835,5510,1472,284,39,181,483,984,113,67,,,751,684,4.28,20,6,45,4314,1476,144,562,957,130,145,0.97,Texas Rangers,Arlington Stadium,2244616,96,96,TEX,TEX,TEX,1993_TEX
1993,AL,TOR,TOR,E,1,162,81,95,67,Y,,Y,Y,847,5579,1556,317,42,159,588,861,170,49,,,742,674,4.21,11,11,50,4323,1441,134,620,1023,107,144,0.98,Toronto Blue Jays,Skydome,4057947,101,100,TOR,TOR,TOR,1993_TOR
1994,NL,ATL,ATL,E,2,114,55,68,46,,,,,542,3861,1031,198,18,137,377,668,48,31,,,448,407,3.57,16,4,26,3078,929,76,378,865,81,85,0.98,Atlanta Braves,Atlanta-Fulton County Stadium,2539240,102,100,ATL,ATL,ATL,1994_ATL
1994,AL,BAL,BAL,E,2,112,55,63,49,,,,,589,3856,1047,185,20,139,438,655,69,13,,,497,477,4.31,13,3,37,2991,1005,131,351,666,57,103,0.98,Baltimore Orioles,Oriole Park at Camden Yards,2535359,105,104,BAL,BAL,BAL,1994_BAL
1994,AL,BOS,BOS,E,4,115,64,54,61,,,,,552,3940,1038,222,19,120,404,723,81,38,,,621,564,4.93,6,1,30,3087,1104,120,450,729,81,124,0.98,Boston Red Sox,Fenway Park II,1775818,105,105,BOS,BOS,BOS,1994_BOS
1994,AL,CAL,ANA,W,4,115,63,47,68,,,,,543,3943,1042,178,16,120,402,715,65,54,,,660,618,5.42,11,3,21,3081,1149,150,436,682,76,110,0.98,California Angels,Anaheim Stadium,1512622,101,101,CAL,CAL,CAL,1994_CAL
1994,AL,CHA,CHW,C,1,113,53,67,46,,,,,633,3942,1133,175,39,121,497,568,77,27,,,498,444,3.95,13,6,20,3034,964,115,377,754,79,91,0.98,Chicago White Sox,Comiskey Park II,1697398,99,98,CHW,CHA,CHA,1994_CHA
1994,NL,CHN,CHC,C,5,113,59,49,64,,,,,500,3918,1015,189,26,109,364,750,69,53,,,549,508,4.47,5,1,27,3069,1054,120,392,717,81,110,0.98,Chicago Cubs,Wrigley Field,1845208,99,99,CHC,CHN,CHN,1994_CHN
1994,NL,CIN,CIN,C,1,115,60,66,48,,,,,609,3999,1142,211,36,124,388,738,119,51,,,490,436,3.78,6,2,27,3114,1037,117,339,799,73,91,0.98,Cincinnati Reds,Riverfront Stadium,1897681,99,99,CIN,CIN,CIN,1994_CIN
1994,AL,CLE,CLE,C,2,113,51,66,47,,,,,679,4022,1165,240,20,167,382,629,131,48,,,562,493,4.36,17,5,21,3054,1097,94,404,666,90,119,0.98,Cleveland Indians,Jacobs Field,1995174,99,97,CLE,CLE,CLE,1994_CLE
1994,NL,COL,COL,W,3,117,57,53,64,,,,,573,4006,1098,206,39,125,378,761,91,53,,,638,590,5.15,4,1,28,3093,1185,120,448,703,84,117,0.98,Colorado Rockies,Mile High Stadium,3281511,117,118,COL,COL,COL,1994_COL
1994,AL,DET,DET,E,5,115,58,53,62,,,,,652,3955,1048,216,25,161,520,897,46,33,,,671,609,5.38,15,1,20,3054,1139,148,449,560,82,90,0.98,Detroit Tigers,Tiger Stadium,1184783,101,101,DET,DET,DET,1994_DET
1994,NL,FLO,FLA,E,5,115,59,51,64,,,,,468,3926,1043,180,24,94,349,746,65,26,,,576,508,4.5,5,3,30,3045,1069,120,428,649,95,111,0.97,Florida Marlins,Joe Robbie Stadium,1937467,102,103,FLA,FLO,FLO,1994_FLO
1994,NL,HOU,HOU,C,2,115,59,66,49,,,,,602,3955,1099,252,25,120,394,718,124,44,,,503,454,3.97,9,3,29,3087,1043,102,367,739,72,110,0.98,Houston Astros,Astrodome,1561136,95,94,HOU,HOU,HOU,1994_HOU
1994,AL,KCA,KCR,C,3,115,59,64,51,,,,,574,3911,1051,211,38,100,376,698,140,62,,,532,485,4.23,5,3,38,3093,1018,95,392,717,80,102,0.98,Kansas City Royals,Kauffman Stadium,1400494,104,104,KCR,KCA,KCA,1994_KCA
1994,NL,LAN,LAD,W,1,114,55,58,56,,,,,532,3904,1055,160,29,115,366,687,74,37,,,509,477,4.23,14,4,20,3042,1041,90,354,732,88,104,0.98,Los Angeles Dodgers,Dodger Stadium,2279355,94,94,LAD,LAN,LAN,1994_LAN
1994,AL,MIN,MIN,C,4,113,59,53,60,,,,,594,3952,1092,239,23,103,359,635,94,30,,,688,634,5.68,6,2,29,3015,1197,153,388,602,75,99,0.98,Minnesota Twins,Hubert H Humphrey Metrodome,1398565,100,102,MIN,MIN,MIN,1994_MIN
1994,AL,ML4,MIL,C,5,115,56,53,62,,,,,547,3978,1045,238,21,99,417,680,59,37,,,586,532,4.62,11,1,23,3108,1071,127,421,577,85,130,0.98,Milwaukee Brewers,County Stadium,1268399,104,105,MIL,MIL,MIL,1994_ML4
1994,NL,MON,WSN,E,1,114,52,74,40,,,,,585,4000,1111,246,30,108,379,669,137,36,,,454,410,3.56,4,2,46,3108,970,100,288,805,94,90,0.97,Montreal Expos,Stade Olympique,1276250,101,101,MON,MON,MON,1994_MON
1994,AL,NYA,NYY,E,1,113,57,70,43,,,,,670,3986,1155,238,16,139,530,660,55,40,,,534,491,4.34,8,0,31,3057,1045,120,398,656,80,122,0.98,New York Yankees,Yankee Stadium II,1675556,97,96,NYY,NYA,NYA,1994_NYA
1994,NL,NYN,NYM,E,3,113,53,55,58,,,,,506,3869,966,164,21,117,336,807,25,26,,,526,469,4.13,7,2,35,3069,1069,117,332,640,89,112,0.98,New York Mets,Shea Stadium,1151471,99,99,NYM,NYN,NYN,1994_NYN
1994,AL,OAK,OAK,W,2,114,56,51,63,,,,,549,3885,1009,178,13,113,417,686,91,39,,,589,537,4.82,12,3,23,3009,979,128,510,732,88,105,0.97,Oakland Athletics,Oakland Coliseum,1242692,91,92,OAK,OAK,OAK,1994_OAK
1994,NL,PHI,PHI,E,4,115,60,54,61,,,,,521,3927,1028,208,28,80,396,711,67,24,,,497,438,3.85,7,1,30,3072,1028,98,377,699,94,96,0.97,Philadelphia Phillies,Veterans Stadium,2290971,102,102,PHI,PHI,PHI,1994_PHI
1994,NL,PIT,PIT,C,3,114,61,53,61,,,,,466,3864,1001,198,23,80,349,725,53,25,,,580,518,4.64,8,1,24,3015,1094,117,370,650,89,131,0.98,Pittsburgh Pirates,Three Rivers Stadium,1222520,101,102,PIT,PIT,PIT,1994_PIT
1994,NL,SDN,SDP,W,4,117,57,47,70,,,,,479,4068,1117,200,19,92,319,762,79,37,,,531,474,4.08,8,3,27,3135,1008,99,393,862,111,82,0.97,San Diego Padres,Jack Murphy Stadium,953857,97,98,SDP,SDN,SDN,1994_SDN
1994,AL,SEA,SEA,W,3,112,44,49,63,,,,,569,3883,1045,211,18,153,372,652,48,21,,,616,546,4.99,13,4,21,2952,1051,109,486,763,95,102,0.97,Seattle Mariners,Kingdome,1104206,102,102,SEA,SEA,SEA,1994_SEA
1994,NL,SFN,SFG,W,2,115,60,55,60,,,,,504,3869,963,159,32,123,364,719,114,40,,,500,454,3.99,2,0,33,3075,1014,122,372,655,68,113,0.98,San Francisco Giants,Candlestick Park,1704608,94,94,SFG,SFN,SFN,1994_SFN
1994,NL,SLN,STL,C,3,115,56,53,61,,,,,535,3902,1026,213,27,108,434,686,76,46,,,621,581,5.14,7,3,29,3054,1154,134,355,632,80,119,0.98,St. Louis Cardinals,Busch Stadium II,1866544,98,99,STL,SLN,SLN,1994_SLN
1994,AL,TEX,TEX,W,1,114,63,52,62,,,,,613,3983,1114,198,27,124,437,730,82,35,,,697,619,5.45,10,3,26,3069,1176,157,394,683,105,106,0.97,Texas Rangers,The Ballpark at Arlington,2503198,100,101,TEX,TEX,TEX,1994_TEX
1994,AL,TOR,TOR,E,3,115,59,55,60,,,,,566,3962,1064,210,30,115,387,691,79,26,,,579,535,4.7,13,4,26,3075,1053,127,482,832,80,105,0.98,Toronto Blue Jays,Skydome,2907933,100,100,TOR,TOR,TOR,1994_TOR
1995,NL,ATL,ATL,E,1,144,72,90,54,Y,N,Y,Y,645,4814,1202,210,27,168,520,933,73,43,,,540,493,3.44,18,11,34,3873,1184,107,436,1087,100,113,0.98,Atlanta Braves,Atlanta-Fulton County Stadium,2561831,103,102,ATL,ATL,ATL,1995_ATL
1995,AL,BAL,BAL,E,3,144,72,71,73,N,N,N,N,704,4837,1267,229,27,173,574,803,92,45,,,640,607,4.31,19,10,29,3801,1165,149,523,930,72,141,0.98,Baltimore Orioles,Oriole Park at Camden Yards,3098475,102,101,BAL,BAL,BAL,1995_BAL
1995,AL,BOS,BOS,E,1,144,72,86,58,Y,N,N,N,791,4997,1399,286,31,175,560,923,99,44,,,698,630,4.39,7,9,39,3876,1338,127,476,888,120,151,0.97,Boston Red Sox,Fenway Park II,2164410,103,103,BOS,BOS,BOS,1995_BOS
1995,AL,CAL,ANA,W,2,145,72,78,67,N,N,N,N,801,5019,1390,252,25,186,564,889,58,39,,,697,645,4.52,8,9,42,3852,1310,163,486,901,95,120,0.98,California Angels,Anaheim Stadium,1748680,99,99,CAL,CAL,CAL,1995_CAL
1995,AL,CHA,CHW,C,3,145,72,68,76,N,N,N,N,755,5060,1417,252,37,146,576,767,110,39,,,758,692,4.85,12,4,36,3852,1374,164,617,892,108,131,0.98,Chicago White Sox,Comiskey Park II,1609773,96,95,CHW,CHA,CHA,1995_CHA
1995,NL,CHN,CHC,C,3,144,72,73,71,N,N,N,N,693,4963,1315,267,39,158,440,953,105,37,,,671,597,4.13,6,12,45,3903,1313,162,518,926,115,115,0.97,Chicago Cubs,Wrigley Field,1918265,98,98,CHC,CHN,CHN,1995_CHN
1995,NL,CIN,CIN,C,1,144,72,85,59,Y,N,N,N,747,4903,1326,277,35,161,519,946,190,68,,,623,577,4.03,8,10,38,3867,1270,131,424,903,79,140,0.98,Cincinnati Reds,Riverfront Stadium,1837649,100,99,CIN,CIN,CIN,1995_CIN
1995,AL,CLE,CLE,C,1,144,72,100,44,Y,N,Y,N,840,5028,1461,279,23,207,542,766,132,53,,,607,554,3.83,10,10,50,3903,1261,135,445,926,101,142,0.98,Cleveland Indians,Jacobs Field,2842745,101,99,CLE,CLE,CLE,1995_CLE
1995,NL,COL,COL,W,2,144,72,77,67,N,Y,N,N,785,4994,1406,259,43,200,484,943,125,59,,,783,711,4.97,1,1,43,3864,1443,160,512,891,107,146,0.98,Colorado Rockies,Coors Field,3390037,129,129,COL,COL,COL,1995_COL
1995,AL,DET,DET,E,4,144,72,60,84,N,N,N,N,654,4865,1204,228,29,159,551,987,73,36,,,844,778,5.49,5,3,38,3825,1509,170,536,729,106,143,0.98,Detroit Tigers,Tiger Stadium,1180979,100,101,DET,DET,DET,1995_DET
1995,NL,FLO,FLA,E,4,143,71,67,76,N,N,N,N,673,4886,1278,214,29,144,517,916,131,53,,,673,610,4.27,12,7,29,3858,1299,139,562,994,115,143,0.97,Florida Marlins,Joe Robbie Stadium,1700466,101,101,FLA,FLO,FLO,1995_FLO
1995,NL,HOU,HOU,C,2,144,72,76,68,N,N,N,N,747,5097,1403,260,22,109,566,992,176,60,,,674,595,4.06,6,8,32,3960,1357,118,460,1056,121,120,0.97,Houston Astros,Astrodome,1363801,93,93,HOU,HOU,HOU,1995_HOU
1995,AL,KCA,KCR,C,2,144,72,70,74,N,N,N,N,629,4903,1275,240,35,119,475,849,120,53,,,691,643,4.49,11,10,37,3864,1323,142,503,763,90,168,0.98,Kansas City Royals,Kauffman Stadium,1233530,101,101,KCR,KCA,KCA,1995_KCA
1995,NL,LAN,LAD,W,1,144,72,78,66,Y,N,N,N,634,4942,1303,191,31,140,468,1023,127,45,,,609,527,3.66,16,11,37,3885,1188,125,462,1060,130,120,0.97,Los Angeles Dodgers,Dodger Stadium,2766251,91,91,LAD,LAN,LAN,1995_LAN
1995,AL,MIN,MIN,C,5,144,72,56,88,N,N,N,N,703,5005,1398,270,34,120,471,916,105,57,,,889,814,5.76,7,2,27,3816,1450,210,533,790,100,141,0.98,Minnesota Twins,Hubert H Humphrey Metrodome,1057667,101,102,MIN,MIN,MIN,1995_MIN
1995,AL,ML4,MIL,C,4,144,72,65,79,N,N,N,N,740,5000,1329,249,42,128,502,800,105,40,,,747,689,4.82,7,4,31,3858,1391,146,603,699,105,186,0.98,Milwaukee Brewers,County Stadium,1087560,105,105,MIL,MIL,MIL,1995_ML4
1995,NL,MON,WSN,E,5,144,72,66,78,N,N,N,N,621,4905,1268,265,24,118,400,901,120,49,,,638,586,4.11,7,9,42,3849,1286,128,416,950,109,119,0.98,Montreal Expos,Stade Olympique,1309618,104,103,MON,MON,MON,1995_MON
1995,AL,NYA,NYY,E,2,145,73,79,65,N,Y,N,N,749,4947,1365,280,34,122,625,851,50,30,,,688,651,4.56,18,5,35,3852,1286,159,535,908,73,121,0.98,New York Yankees,Yankee Stadium II,1705263,99,98,NYY,NYA,NYA,1995_NYA
1995,NL,NYN,NYM,E,2,144,72,69,75,N,N,N,N,657,4958,1323,218,34,125,446,994,58,39,,,618,557,3.88,9,9,36,3873,1296,133,401,901,115,125,0.97,New York Mets,Shea Stadium,1273183,96,97,NYM,NYN,NYN,1995_NYN
1995,AL,OAK,OAK,W,4,144,72,67,77,N,N,N,N,730,4916,1296,228,18,169,565,911,112,46,,,761,697,4.93,8,4,34,3819,1320,153,556,890,101,151,0.98,Oakland Athletics,Oakland Coliseum,1174310,91,91,OAK,OAK,OAK,1995_OAK
1995,NL,PHI,PHI,E,2,144,72,69,75,N,N,N,N,615,4950,1296,263,30,94,497,884,72,25,,,658,603,4.21,8,8,41,3870,1241,134,538,980,96,139,0.98,Philadelphia Phillies,Veterans Stadium,2043598,100,101,PHI,PHI,PHI,1995_PHI
1995,NL,PIT,PIT,C,5,144,72,58,86,N,N,N,N,629,4937,1281,245,27,125,456,972,84,55,,,736,666,4.7,11,7,29,3825,1407,130,477,871,121,138,0.97,Pittsburgh Pirates,Three Rivers Stadium,905517,102,103,PIT,PIT,PIT,1995_PIT
1995,NL,SDN,SDP,W,3,144,72,70,74,N,N,N,N,668,4950,1345,231,20,116,447,872,124,46,,,672,589,4.13,6,10,35,3852,1242,142,512,1047,108,130,0.98,San Diego Padres,Jack Murphy Stadium,1041805,97,97,SDP,SDN,SDN,1995_SDN
1995,AL,SEA,SEA,W,1,145,73,79,66,Y,N,N,N,796,4996,1377,276,20,182,549,871,110,41,,,708,644,4.5,9,8,39,3868,1343,149,591,1068,104,108,0.98,Seattle Mariners,Kingdome,1643203,101,101,SEA,SEA,SEA,1995_SEA
1995,NL,SFN,SFG,W,4,144,72,67,77,N,N,N,N,652,4971,1256,229,33,152,472,1060,138,46,,,776,698,4.86,12,5,34,3879,1368,173,505,801,106,142,0.98,San Francisco Giants,Candlestick Park,1241500,96,97,SFG,SFN,SFN,1995_SFN
1995,NL,SLN,STL,C,4,143,72,62,81,N,N,N,N,563,4779,1182,238,24,107,436,920,79,46,,,658,575,4.09,4,6,38,3795,1290,135,445,842,113,156,0.98,St. Louis Cardinals,Busch Stadium II,1756727,99,100,STL,SLN,SLN,1995_SLN
1995,AL,TEX,TEX,W,3,144,72,74,70,N,N,N,N,691,4913,1304,247,24,138,526,877,90,47,,,720,665,4.66,14,4,34,3855,1385,152,514,838,98,156,0.98,Texas Rangers,The Ballpark at Arlington,1985910,103,103,TEX,TEX,TEX,1995_TEX
1995,AL,TOR,TOR,E,5,144,72,56,88,N,N,N,N,642,5036,1309,275,27,140,492,906,75,16,,,777,701,4.88,16,8,22,3876,1336,145,654,894,97,131,0.98,Toronto Blue Jays,Skydome,2826483,99,100,TOR,TOR,TOR,1995_TOR
1996,NL,ATL,ATL,E,1,162,81,96,66,Y,N,Y,N,773,5614,1514,264,28,197,530,1032,83,43,,,648,578,3.54,14,9,46,4407,1372,120,451,1245,130,143,0.98,Atlanta Braves,Atlanta-Fulton County Stadium,2901242,106,104,ATL,ATL,ATL,1996_ATL
1996,AL,BAL,BAL,E,2,163,82,88,74,N,Y,N,N,949,5689,1557,299,29,257,645,915,76,40,,,903,840,5.15,13,2,44,4404,1604,209,597,1047,97,173,0.98,Baltimore Orioles,Oriole Park at Camden Yards,3646950,100,99,BAL,BAL,BAL,1996_BAL
1996,AL,BOS,BOS,E,3,162,81,85,77,N,N,N,N,928,5756,1631,308,31,209,642,1020,91,44,,,921,810,5,17,5,37,4374,1606,185,722,1165,135,152,0.97,Boston Red Sox,Fenway Park II,2315231,101,101,BOS,BOS,BOS,1996_BOS
1996,AL,CAL,ANA,W,4,161,81,70,91,N,N,N,N,762,5686,1571,256,24,192,527,974,53,39,,,943,849,5.31,12,8,38,4317,1546,219,662,1052,128,156,0.97,California Angels,Anaheim Stadium,1820521,98,98,CAL,CAL,CAL,1996_CAL
1996,AL,CHA,CHW,C,2,162,81,85,77,N,N,N,N,898,5644,1586,284,33,195,701,927,105,41,,,794,735,4.53,7,5,43,4383,1529,174,616,1039,109,145,0.98,Chicago White Sox,Comiskey Park II,1676403,95,95,CHW,CHA,CHA,1996_CHA
1996,NL,CHN,CHC,C,4,162,81,76,86,N,N,N,N,772,5531,1388,267,19,175,523,1090,108,50,,,771,705,4.36,10,11,34,4368,1447,184,546,1027,104,147,0.98,Chicago Cubs,Wrigley Field,2219110,103,103,CHC,CHN,CHN,1996_CHN
1996,NL,CIN,CIN,C,3,162,81,81,81,N,N,N,N,778,5455,1398,259,36,191,604,1134,171,63,,,773,694,4.33,6,8,52,4329,1447,167,591,1089,121,145,0.98,Cincinnati Reds,Riverfront Stadium,1861428,101,101,CIN,CIN,CIN,1996_CIN
1996,AL,CLE,CLE,C,1,161,80,99,62,Y,N,N,N,952,5681,1665,335,23,218,671,844,160,50,,,769,702,4.35,13,9,46,4356,1530,173,484,1033,124,156,0.98,Cleveland Indians,Jacobs Field,3318174,99,98,CLE,CLE,CLE,1996_CLE
1996,NL,COL,COL,W,3,162,81,83,79,N,N,N,N,961,5590,1607,297,37,221,527,1108,201,66,,,964,885,5.6,5,5,34,4266,1597,198,624,932,149,167,0.97,Colorado Rockies,Coors Field,3891014,123,124,COL,COL,COL,1996_COL
1996,AL,DET,DET,E,5,162,81,53,109,N,N,N,N,783,5530,1413,257,21,204,546,1268,87,50,,,1103,1015,6.38,10,4,22,4296,1699,241,784,957,135,157,0.97,Detroit Tigers,Tiger Stadium,1168610,100,102,DET,DET,DET,1996_DET
1996,NL,FLO,FLA,E,3,162,81,80,82,N,N,N,N,688,5498,1413,240,30,150,553,1122,99,46,,,703,633,3.95,8,13,41,4329,1386,113,598,1050,111,187,0.98,Florida Marlins,Joe Robbie Stadium,1746767,97,97,FLA,FLO,FLO,1996_FLO
1996,NL,HOU,HOU,C,2,162,81,82,80,N,N,N,N,753,5508,1445,297,29,129,554,1057,180,63,,,792,704,4.38,13,4,35,4341,1541,154,539,1163,138,130,0.97,Houston Astros,Astrodome,1975888,92,92,HOU,HOU,HOU,1996_HOU
1996,AL,KCA,KCR,C,5,161,80,75,86,N,N,N,N,746,5542,1477,286,38,123,529,943,195,85,,,786,733,4.55,17,8,35,4350,1563,176,460,926,111,184,0.98,Kansas City Royals,Kauffman Stadium,1435997,99,100,KCR,KCA,KCA,1996_KCA
1996,NL,LAN,LAD,W,2,162,81,90,72,N,Y,N,N,703,5538,1396,215,33,150,516,1190,124,40,,,652,567,3.48,6,9,50,4398,1378,125,534,1212,125,143,0.98,Los Angeles Dodgers,Dodger Stadium,3188454,93,92,LAD,LAN,LAN,1996_LAN
1996,AL,MIN,MIN,C,4,162,82,78,84,N,N,N,N,877,5673,1633,332,47,118,576,958,143,53,,,900,847,5.3,13,5,31,4317,1561,233,581,959,94,142,0.98,Minnesota Twins,Hubert H Humphrey Metrodome,1437352,101,102,MIN,MIN,MIN,1996_MIN
1996,AL,ML4,MIL,C,3,162,81,80,82,N,N,N,N,894,5662,1578,304,40,178,624,986,101,48,,,899,831,5.17,6,5,42,4341,1570,213,635,846,134,180,0.97,Milwaukee Brewers,County Stadium,1327155,104,104,MIL,MIL,MIL,1996_ML4
1996,NL,MON,WSN,E,2,162,81,88,74,N,N,N,N,741,5505,1441,297,27,148,492,1077,108,34,,,668,605,3.78,11,7,43,4324,1353,152,482,1206,126,121,0.98,Montreal Expos,Stade Olympique,1616709,102,102,MON,MON,MON,1996_MON
1996,AL,NYA,NYY,E,1,162,80,92,70,Y,N,Y,Y,871,5628,1621,293,28,162,632,909,96,46,,,787,744,4.65,6,9,52,4320,1469,143,610,1139,91,146,0.98,New York Yankees,Yankee Stadium II,2250877,101,100,NYY,NYA,NYA,1996_NYA
1996,NL,NYN,NYM,E,4,162,81,71,91,N,N,N,N,746,5618,1515,267,47,147,445,1069,97,48,,,779,675,4.22,10,10,41,4320,1517,159,532,999,157,163,0.97,New York Mets,Shea Stadium,1588323,95,95,NYM,NYN,NYN,1996_NYN
1996,AL,OAK,OAK,W,3,162,81,78,84,N,N,N,N,861,5630,1492,283,21,243,640,1114,58,35,,,900,841,5.2,7,5,34,4368,1638,205,644,884,102,195,0.98,Oakland Athletics,Oakland Coliseum,1148380,101,102,OAK,OAK,OAK,1996_OAK
1996,NL,PHI,PHI,E,5,162,81,67,95,N,N,N,N,650,5499,1405,249,39,132,536,1092,117,41,,,790,710,4.49,12,6,42,4269,1463,160,510,1044,115,145,0.98,Philadelphia Phillies,Veterans Stadium,1801677,100,101,PHI,PHI,PHI,1996_PHI
1996,NL,PIT,PIT,C,5,162,80,73,89,N,N,N,N,776,5665,1509,319,33,138,510,989,126,49,,,833,750,4.64,5,7,37,4360,1602,183,479,1044,128,144,0.98,Pittsburgh Pirates,Three Rivers Stadium,1332150,104,104,PIT,PIT,PIT,1996_PIT
1996,NL,SDN,SDP,W,1,162,81,91,71,Y,N,N,N,771,5655,1499,285,24,147,601,1014,109,55,,,682,617,3.73,5,11,47,4467,1395,138,506,1194,118,136,0.98,San Diego Padres,Jack Murphy Stadium,2187886,95,95,SDP,SDN,SDN,1996_SDN
1996,AL,SEA,SEA,W,2,161,81,85,76,N,N,N,N,993,5668,1625,343,19,245,670,1052,90,39,,,895,828,5.21,4,4,34,4293,1562,216,605,1000,110,155,0.98,Seattle Mariners,Kingdome,2723850,100,99,SEA,SEA,SEA,1996_SEA
1996,NL,SFN,SFG,W,4,162,82,68,94,N,N,N,N,752,5533,1400,245,21,153,615,1189,113,53,,,862,756,4.72,9,8,35,4326,1520,194,570,997,134,165,0.97,San Francisco Giants,Candlestick Park,1413922,95,96,SFG,SFN,SFN,1996_SFN
1996,NL,SLN,STL,C,1,162,81,88,74,Y,N,N,N,759,5502,1468,281,31,142,495,1089,149,58,,,706,642,3.98,13,11,43,4356,1380,173,539,1050,125,139,0.98,St. Louis Cardinals,Busch Stadium II,2654718,100,100,STL,SLN,SLN,1996_SLN
1996,AL,TEX,TEX,W,1,163,81,90,72,Y,N,N,N,928,5702,1622,323,32,221,660,1041,83,26,,,799,750,4.66,19,6,43,4347,1569,168,582,976,87,150,0.98,Texas Rangers,The Ballpark at Arlington,2889020,105,105,TEX,TEX,TEX,1996_TEX
1996,AL,TOR,TOR,E,4,162,81,74,88,N,N,N,N,766,5599,1451,302,35,177,529,1105,116,38,,,809,735,4.58,19,7,35,4335,1476,187,610,1033,110,187,0.98,Toronto Blue Jays,Skydome,2559573,99,100,TOR,TOR,TOR,1996_TOR
1997,AL,ANA,ANA,W,2,162,82,84,78,N,N,N,N,829,5628,1531,279,25,161,617,953,126,72,,,794,730,4.52,9,5,39,4362,1506,202,605,1050,126,140,0.98,Anaheim Angels,Edison International Field,1767330,102,102,ANA,ANA,ANA,1997_ANA
1997,NL,ATL,ATL,E,1,162,81,101,61,Y,N,N,N,791,5528,1490,268,37,174,597,1160,108,58,,,581,518,3.18,21,17,37,4395,1319,111,450,1196,114,136,0.98,Atlanta Braves,Turner Field,3464488,102,99,ATL,ATL,ATL,1997_ATL
1997,AL,BAL,BAL,E,1,162,81,98,64,Y,N,N,N,812,5584,1498,264,22,196,586,952,63,26,,,681,635,3.91,8,10,59,4383,1404,164,563,1139,97,148,0.98,Baltimore Orioles,Oriole Park at Camden Yards,3711132,97,96,BAL,BAL,BAL,1997_BAL
1997,AL,BOS,BOS,E,4,162,81,78,84,N,N,N,N,851,5781,1684,373,32,185,514,1044,68,48,,,857,785,4.87,7,4,40,4355,1567,149,610,987,136,179,0.97,Boston Red Sox,Fenway Park II,2226136,102,102,BOS,BOS,BOS,1997_BOS
1997,AL,CHA,CHW,C,2,161,81,80,81,N,N,N,N,779,5491,1498,260,28,158,569,901,106,52,,,833,749,4.74,6,7,52,4266,1505,175,575,961,125,131,0.97,Chicago White Sox,Comiskey Park II,1864782,96,96,CHW,CHA,CHA,1997_CHA
